"doc_id","cause_num","date","date_f","court","judge","category","category_a","in_absentia","region","punishment","punishment_final"
113250273,"496/5121/23","2023-09-04","4 вересня 2023","Біляївський районний суд Одеської області","Трушина О. І.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
114961689,"496/5395/23","2023-11-16","16 листопада 2023","Біляївський районний суд Одеської області","Пендюра Л. О.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
112816827,"497/1413/23","2023-08-15","15 серпня 2023","Болградський районний суд Одеської області","Кравцова А. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
109557161,"497/190/23","2023-03-14","14 березня 2023","Болградський районний суд Одеської області","Висоцький С. О.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 11 років","позбавлення права на посади"
115612685,"497/2250/23","2023-12-12","12 грудня 2023","Болградський районний суд Одеської області","Раца В. А.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
114740160,"497/2299/23","2023-11-07","7 листопада 2023","Болградський районний суд Одеської області","Висоцький С. О.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
115561085,"497/2392/22","2023-12-11","11 грудня 2023","Болградський районний суд Одеської області","Раца В. А.","Державна зрада","111","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
109530118,"498/208/23","2023-03-09","9 березня 2023","Великомихайлівський районний суд Одеської області","Чернецька Н. С.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
109700638,"498/318/23","2023-03-16","16 березня 2023","Великомихайлівський районний суд Одеської області","Чернецька Н. С.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
110424161,"498/376/23","2023-04-21","21 квітня 2023","Великомихайлівський районний суд Одеської області","Ткачук О. Л.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
107413066,"499/898/22","2022-11-21","21 листопада 2022","Іванівський районний суд Одеської області","Кравчук О. О.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 13 років","позбавлення права на посади"
118127306,"501/670/24","2024-04-04","4 квітня 2024","Іллічівський міський суд Одеської області","Тюмін Ю. О.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","звільнили від покарання","умовне"
117772974,"501/730/24","2024-03-20","20 березня 2024","Іллічівський міський суд Одеської області","Тордія Е. Н.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Одеська область","позбавлення волі 8 років","позбавлення волі"
112158769,"502/932/23","2023-07-13","13 липня 2023","Кілійський районний суд Одеської області","Балан М. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
110040699,"503/1003/22","2023-04-06","6 квітня 2023","Кодимський районний суд Одеської області","Вороненко Д. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
108783827,"503/1408/22","2023-02-06","6 лютого 2023","Кодимський районний суд Одеської області","Вороненко Д. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
113953108,"504/1762/23","2023-10-05","5 жовтня 2023","Комінтернівський районний суд Одеської області","Якимів А. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
112816995,"504/1763/23","2023-08-15","15 серпня 2023","Комінтернівський районний суд Одеської області","Якимів А. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
111208363,"504/1946/23","2023-05-31","31 травня 2023","Комінтернівський районний суд Одеської області","Жовтан П. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
108865560,"504/326/23","2023-02-08","8 лютого 2023","Комінтернівський районний суд Одеської області","Якимів А. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
107861228,"504/3350/22","2022-12-14","14 грудня 2022","Комінтернівський районний суд Одеської області","Жовтан П. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
108023295,"504/3741/22","2022-12-22","22 грудня 2022","Комінтернівський районний суд Одеської області","Жовтан П. В.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Одеська область","звільнили від покарання","умовне"
116936109,"504/4574/23","2024-02-13","13 лютого 2024","Комінтернівський районний суд Одеської області","Сафарова А. Ф.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
110619937,"504/900/23","2023-05-04","4 травня 2023","Комінтернівський районний суд Одеської області","Якимів А. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
115117716,"505/3589/23","2023-11-15","15 листопада 2023","Котовський міськрайонний суд Одеської області","Івінський О. О.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
110786600,"505/527/23","2023-05-11","11 травня 2023","Котовський міськрайонний суд Одеської області","Павловська Г. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
114275221,"506/738/23","2023-10-19","19 жовтня 2023","Красноокнянський районний суд Одеської області","Бурдинюк О. С.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
110328245,"508/235/23","2023-04-20","20 квітня 2023","Миколаївський районний суд Одеської області","Горобець В. Л.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
106280135,"509/1668/22","2022-09-16","16 вересня 2022","Овідіопольський районний суд Одеської області","Жижка О. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","звільнили від покарання","умовне"
115117985,"509/3173/23","2023-11-22","22 листопада 2023","Овідіопольський районний суд Одеської області","Гандзій Д. М.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","звільнили від покарання","умовне"
106852840,"509/4196/22","2022-10-20","20 жовтня 2022","Овідіопольський районний суд Одеської області","Кочко В. К.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
109017951,"509/5351/22","2023-02-16","16 лютого 2023","Овідіопольський районний суд Одеської області","Гандзій Д. М.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","звільнили від покарання","умовне"
107936962,"510/1639/22","2022-12-20","20 грудня 2022","Ренійський районний суд Одеської області","Бошков І. Д.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
113132527,"510/507/23","2023-08-29","29 серпня 2023","Ренійський районний суд Одеської області","Сорокін К. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
111460016,"510/769/23","2023-06-12","12 червня 2023","Ренійський районний суд Одеської області","Бошков І. Д.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
111325542,"510/841/23","2023-06-06","6 червня 2023","Ренійський районний суд Одеської області","Дудник В. І.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
106945610,"513/897/22","2022-10-25","25 жовтня 2022","Саратський районний суд Одеської області","Миргород В. С.","Державна зрада","111","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
118242093,"514/236/24","2024-04-10","10 квітня 2024","Тарутинський районний суд Одеської області","Кравченко П. А.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
108606106,"515/1487/22","2023-01-26","26 січня 2023","Татарбунарський районний суд Одеської області","Квєтка І. А.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","позбавлення волі 2 роки","позбавлення волі"
112593613,"516/10/23","2023-08-02","2 серпня 2023","Теплодарський міський суд Одеської області","Под'ячева І. Д.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
113351534,"516/11/23","2023-09-11","11 вересня 2023","Теплодарський міський суд Одеської області","Мислива Л. М.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 7 років","позбавлення волі"
116269745,"516/170/23","2024-01-12","12 січня 2024","Суворовський районний суд м. Одеси","Деркачов О. В.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 9 років 6 місяців","позбавлення волі"
113943079,"516/187/23","2023-10-05","5 жовтня 2023","Теплодарський міський суд Одеської області","Под'ячева І. Д.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
115118114,"516/188/23","2023-11-22","22 листопада 2023","Теплодарський міський суд Одеської області","Ширінська О. Х.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
117773210,"516/227/23","2024-03-19","19 березня 2024","Теплодарський міський суд Одеської області","Под'ячева І. Д.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
117941351,"516/228/23","2024-03-27","27 березня 2024","Теплодарський міський суд Одеської області","Ширінська О. Х.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
117805352,"516/229/23","2024-03-21","21 березня 2024","Теплодарський міський суд Одеської області","Под'ячева І. Д.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
118286408,"516/230/23","2024-04-10","10 квітня 2024","Теплодарський міський суд Одеської області","Мислива Л. М.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 15 років","позбавлення волі"
118286409,"516/231/23","2024-04-11","11 квітня 2024","Теплодарський міський суд Одеської області","Мислива Л. М.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 15 років","позбавлення волі"
116228018,"516/405/23","2024-01-11","11 січня 2024","Теплодарський міський суд Одеської області","Под'ячева І. Д.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 6 років","позбавлення волі"
116491197,"516/96/23","2024-01-24","24 січня 2024","Теплодарський міський суд Одеської області","Ширінська О. Х.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 10 років","позбавлення волі"
112417577,"517/446/23","2023-07-26","26 липня 2023","Фрунзівський районний суд Одеської області","Гончар І. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
112704441,"519/679/23","2023-08-07","7 серпня 2023","Южний міський суд Одеської області","Лемець С. П.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
107050011,"519/881/22","2022-11-01","1 листопада 2022","Комінтернівський районний суд Одеської області","Якимів А. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
111206399,"521/10275/23","2023-05-30","30 травня 2023","Малиновський районний суд м. Одеси","Крижановський О. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
111614569,"521/10277/23","2023-05-17","17 травня 2023","Малиновський районний суд м. Одеси","Черевко С. П.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
110775822,"521/10355/23","2023-05-09","9 травня 2023","Малиновський районний суд м. Одеси","Крижановський О. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 8 років","позбавлення волі"
110811808,"521/11505/23","2023-05-09","9 травня 2023","Малиновський районний суд м. Одеси","Непорада О. М.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
110775836,"521/11551/23","2023-05-10","10 травня 2023","Малиновський районний суд м. Одеси","Морозова І. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
113974200,"521/12468/23","2023-10-05","5 жовтня 2023","Малиновський районний суд м. Одеси","Непорада О. М.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 1 рік","позбавлення волі"
111050108,"521/12790/23","2023-05-23","23 травня 2023","Малиновський районний суд м. Одеси","Морозова І. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
111272875,"521/12791/23","2023-05-31","31 травня 2023","Малиновський районний суд м. Одеси","Непорада О. М.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
118065391,"521/12878/23","2024-03-29","29 березня 2024","Малиновський районний суд м. Одеси","Поліщук І. О.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
118350780,"521/12882/23","2024-04-15","15 квітня 2024","Малиновський районний суд м. Одеси","Федоренко Т. І.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
111215870,"521/13379/23","2023-05-31","31 травня 2023","Малиновський районний суд м. Одеси","Гарський О. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
118322575,"521/13895/23","2024-04-10","10 квітня 2024","Малиновський районний суд м. Одеси","Непорада О. М.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
117923991,"521/13898/22","2024-03-26","26 березня 2024","Малиновський районний суд м. Одеси","Федоренко Т. І.","Державна зрада","111","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
111402789,"521/14145/23","2023-06-06","6 червня 2023","Малиновський районний суд м. Одеси","Поліщук І. О.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
115391801,"521/14226/23","2023-12-04","4 грудня 2023","Малиновський районний суд м. Одеси","Гарський О. В.","Державна зрада","111","-","Одеська область","позбавлення волі 9 років","позбавлення волі"
115288528,"521/14740/23","2023-11-28","28 листопада 2023","Малиновський районний суд м. Одеси","Засядьвовк О. Д.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 1 рік","позбавлення волі"
112910992,"521/17912/23","2023-08-17","17 серпня 2023","Малиновський районний суд м. Одеси","Кузьменко Н. Л.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
107936257,"521/18169/22","2022-12-13","13 грудня 2022","Малиновський районний суд м. Одеси","Федоренко Т. І.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
107971167,"521/18170/22","2022-12-13","13 грудня 2022","Малиновський районний суд м. Одеси","Іщенко О. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 12 років","позбавлення права на посади"
108229929,"521/18663/22","2022-12-26","26 грудня 2022","Малиновський районний суд м. Одеси","Передерко Д. П.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 15 років","позбавлення права на посади"
108673358,"521/1893/23","2023-01-27","27 січня 2023","Малиновський районний суд м. Одеси","Морозова І. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 8 років","позбавлення волі"
108076283,"521/19016/22","2022-12-26","26 грудня 2022","Малиновський районний суд м. Одеси","Іщенко О. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
113654531,"521/19848/22","2023-09-22","22 вересня 2023","Малиновський районний суд м. Одеси","Федоренко Т. І.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
114139929,"521/20200/23","2023-09-29","29 вересня 2023","Малиновський районний суд м. Одеси","Крижановський О. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","звільнили від покарання","умовне"
113942939,"521/20933/23","2023-10-04","4 жовтня 2023","Малиновський районний суд м. Одеси","Старіков О. О.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
115914039,"521/2271/23","2023-11-06","6 листопада 2023","Малиновський районний суд м. Одеси","Непорада О. М.","Державна зрада","111","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
115334688,"521/234/23","2023-12-01","1 грудня 2023","Малиновський районний суд м. Одеси","Поліщук І. О.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 15 років","позбавлення волі"
115914048,"521/24517/23","2023-12-21","21 грудня 2023","Малиновський районний суд м. Одеси","Непорада О. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
115850025,"521/25561/23","2023-12-19","19 грудня 2023","Малиновський районний суд м. Одеси","Поліщук І. О.","Поширення інформації про переміщення зброї, розміщення ЗСУ","114-2","-","Одеська область","звільнили від покарання","умовне"
117386319,"521/447/24","2024-03-04","4 березня 2024","Малиновський районний суд м. Одеси","Кузьменко Н. Л.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
111935744,"521/5004/23","2023-07-03","3 липня 2023","Малиновський районний суд м. Одеси","Гарський О. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 8 років","позбавлення волі"
113818113,"521/5223/23","2023-09-29","29 вересня 2023","Малиновський районний суд м. Одеси","Гарський О. В.","Державна зрада","111","-","Одеська область","позбавлення волі 6 років","позбавлення волі"
117043387,"521/63/23","2024-02-16","16 лютого 2024","Малиновський районний суд м. Одеси","Поліщук І. О.","Державна зрада","111","+","Одеська область","довічне позбавлення волі","позбавлення волі"
117456811,"521/7287/23","2024-02-21","21 лютого 2024","Малиновський районний суд м. Одеси","Непорада О. М.","Пособництво державі-агресору","111-2","-","Одеська область","позбавлення волі 10 років","позбавлення волі"
111614575,"521/7699/23","2023-06-01","1 червня 2023","Малиновський районний суд м. Одеси","Черевко С. П.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
110223763,"521/8482/23","2023-04-11","11 квітня 2023","Малиновський районний суд м. Одеси","Засядьвовк О. Д.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
115740967,"521/8492/23","2023-12-11","11 грудня 2023","Малиновський районний суд м. Одеси","Гарський О. В.","Державна зрада","111","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
109958059,"521/8735/23","2023-04-03","3 квітня 2023","Малиновський районний суд м. Одеси","Старіков О. О.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
111459773,"521/8804/23","2023-05-10","10 травня 2023","Малиновський районний суд м. Одеси","Черевко С. П.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
115537263,"521/8880/23","2023-11-24","24 листопада 2023","Малиновський районний суд м. Одеси","Черевко С. П.","Пособництво державі-агресору","111-2","+","Одеська область","позбавлення волі 12 років","позбавлення волі"
110944669,"521/8884/23","2023-05-17","17 травня 2023","Малиновський районний суд м. Одеси","Федоренко Т. І.","Колабораційна діяльність","111-1","-","Одеська область","арешт 3 місяці","арешт"
110104207,"521/9035/23","2023-04-10","10 квітня 2023","Малиновський районний суд м. Одеси","Кузьменко Н. Л.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
111017860,"521/9656/23","2023-05-22","22 травня 2023","Малиновський районний суд м. Одеси","Гарський О. В.","Державна зрада","111","-","Одеська область","довічне позбавлення волі","позбавлення волі"
111684424,"522/10515/23","2023-06-21","21 червня 2023","Приморський районний суд м. Одеси","Кічмаренко С. М.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
114354477,"522/10633/23","2023-10-20","20 жовтня 2023","Приморський районний суд м. Одеси","Іванов В. В.","Колабораційна діяльність","111-1","+","Одеська область","позбавлення волі 10 років","позбавлення волі"
106994133,"522/10716/22","2022-09-23","23 вересня 2022","Приморський районний суд м. Одеси","Попревич В. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
115852621,"522/10735/23","2023-12-21","21 грудня 2023","Приморський районний суд м. Одеси","Іоніді К. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 2 роки 6 місяців","позбавлення волі"
106144111,"522/10832/22","2022-09-08","8 вересня 2022","Приморський районний суд м. Одеси","Єршова Л. С.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
108918211,"522/10930/22","2023-02-13","13 лютого 2023","Приморський районний суд м. Одеси","Дерус А. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
107520055,"522/11013/22","2022-11-21","21 листопада 2022","Приморський районний суд м. Одеси","Попревич В. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
106482454,"522/11036/22","2022-09-28","28 вересня 2022","Приморський районний суд м. Одеси","Лонський І. В.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","звільнили від покарання","умовне"
106268580,"522/11290/22","2022-09-15","15 вересня 2022","Приморський районний суд м. Одеси","Донцов Д. Ю.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
107257790,"522/11688/22","2022-11-11","11 листопада 2022","Ізмаїльський міськрайонний суд Одеської області","Яковенко І. І.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
106852846,"522/12266/22","2022-09-20","20 вересня 2022","Приморський районний суд м. Одеси","Попревич В. М.","Посягання на територіальну цілісність і недоторканність України","110","-","Одеська область","позбавлення волі 3 роки","позбавлення волі"
112474344,"522/12665/23","2023-07-26","26 липня 2023","Приморський районний суд м. Одеси","Циб І. В.","Колабораційна діяльність","111-1","-","Одеська область","звільнили від покарання","умовне"
106602808,"522/13115/22","2022-10-04","4 жовтня 2022","Приморський районний суд м. Одеси","Єршова Л. С.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
106735168,"522/13118/22","2022-10-07","7 жовтня 2022","Приморський районний суд м. Одеси","Попревич В. М.","Державна зрада","111","-","Одеська область","позбавлення волі 15 років","позбавлення волі"
112310341,"522/13243/23","2023-07-20","20 липня 2023","Приморський районний суд м. Одеси","Лонський І. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","штраф 51000 грн","штраф"
105951210,"522/1442/16-к","2022-08-29","29 серпня 2022","Приморський районний суд м. Одеси","Попревич В. М.","Посягання на територіальну цілісність і недоторканність України","110","+","Одеська область","позбавлення волі 14 років","позбавлення волі"
112911439,"522/14952/23","2023-08-16","16 серпня 2023","Приморський районний суд м. Одеси","Русєва А. С.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
113345552,"522/15747/23","2023-09-11","11 вересня 2023","Приморський районний суд м. Одеси","Дерус А. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
109766246,"522/15862/22","2023-03-23","23 березня 2023","Приморський районний суд м. Одеси","Циб І. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
109211102,"522/16215/22","2023-02-24","24 лютого 2023","Приморський районний суд м. Одеси","Іоніді К. В.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
109074888,"522/16227/22","2023-02-20","20 лютого 2023","Приморський районний суд м. Одеси","Кічмаренко С. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
111572074,"522/16244/22","2023-06-15","15 червня 2023","Приморський районний суд м. Одеси","Рябцева М. С.","Пособництво державі-агресору","111-2","+","Одеська область","позбавлення волі 11 років","позбавлення волі"
108470789,"522/16341/22","2023-01-18","18 січня 2023","Приморський районний суд м. Одеси","Попревич В. М.","Виправдовування, заперечення збройної агресії Росії","436-2","-","Одеська область","звільнили від покарання","умовне"
112170184,"522/16347/22","2023-07-10","10 липня 2023","Приморський районний суд м. Одеси","Переверзева Л. І.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення права на посади 10 років","позбавлення права на посади"
108379844,"522/16793/22","2023-01-04","4 січня 2023","Приморський районний суд м. Одеси","Переверзева Л. І.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
108959667,"522/16794/22","2023-02-14","14 лютого 2023","Приморський районний суд м. Одеси","Циб І. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
108628099,"522/16849/22","2023-01-24","24 січня 2023","Приморський районний суд м. Одеси","Іванов В. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
108959650,"522/16850/22","2023-02-14","14 лютого 2023","Приморський районний суд м. Одеси","Циб І. В.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 5 років","позбавлення волі"
113974257,"522/18296/23","2023-10-04","4 жовтня 2023","Приморський районний суд м. Одеси","Переверзева Л. І.","Колабораційна діяльність","111-1","-","Одеська область","позбавлення волі 7 років","позбавлення волі"
